Operation,Sharded,Workers,Clients,Machine type,Machine number,Average CPU usage,Std CPU usage,Average Network receive,Std Network receive,Average Network write,Std Network write
1:0,false,8,40,server,total,15.0375,2.4899826654,6585604.16667,1067562.45157,434230.555556,70386.4042668
1:0,false,8,48,mw,1,9.57916666667,0.861333395383,3660150.0,83736.205909,9540245.83333,209052.000905
1:0,false,8,48,mw,2,6.2125,0.536288621203,4422795.83333,78756.5726277,11120833.3333,226536.013474
1:0,false,8,48,mw,total,7.89583333333,0.621562275599,4041472.91667,72414.5184202,10330539.5833,175905.705792
1:0,false,8,48,client,1,10.2708333333,1.73982373778,254320.833333,41132.1305362,2193862.5,355743.71175
1:0,false,8,48,client,2,7.40833333333,1.28605525361,255225.0,41273.6664411,2208079.16667,358114.122896
1:0,false,8,48,client,3,8.5125,1.50567958966,253566.666667,41029.2818492,2179375.0,353353.304805
1:0,false,8,48,client,total,8.73055555556,1.46264365355,254370.833333,41123.805178,2193772.22222,355462.802556
1:0,false,8,48,server,1,19.0041666667,3.18598096095,6581025.0,1068238.82528,433933.333333,70436.980442
1:0,false,8,48,server,2,12.3625,2.16492546069,6581708.33333,1067414.13997,433970.833333,70383.7021185
1:0,false,8,48,server,3,13.9833333333,2.63210728281,6581337.5,1068083.08844,433979.166667,70434.2436805
1:0,false,8,48,server,total,15.1166666667,2.51589104828,6581356.94444,1067743.9025,433961.111111,70407.9757146
1:0,false,8,56,mw,1,9.41666666667,0.612802926038,3634858.33333,73287.6876545,9478804.16667,189056.40065
1:0,false,8,56,mw,2,6.2,0.518572095551,4371566.66667,83047.6520895,11095945.8333,237972.846752
1:0,false,8,56,mw,total,7.80833333333,0.506011679679,4003212.5,65875.5804998,10287375.0,171670.833795
1:0,false,8,56,client,1,10.3416666667,1.77652689818,271345.833333,43877.4807362,2176066.66667,351913.553028
1:0,false,8,56,client,2,11.5,8.71973366992,272954.166667,44171.6936475,2189070.83333,354302.64183
1:0,false,8,56,client,3,8.74166666667,1.47646801723,269600.0,43668.4349177,2162129.16667,350277.083384
1:0,false,8,56,client,total,10.1944444444,3.27489801743,271300.0,43884.3484272,2175755.55556,351995.483729
1:0,false,8,56,server,1,18.8541666667,3.1528540639,6523595.83333,1055921.64193,430175.0,69632.8320116
1:0,false,8,56,server,2,12.1541666667,2.10012641104,6523633.33333,1055886.02265,430145.833333,69619.5981701
1:0,false,8,56,server,3,13.5333333333,2.30000305754,6523866.66667,1055967.66215,430162.5,69624.9747808
1:0,false,8,56,server,total,14.8472222222,2.44529936463,6523698.61111,1055907.45621,430161.111111,69624.4943543
1:0,false,16,2,mw,1,7.6375,0.818550311967,2189337.5,82656.1088561,5604275.0,211236.016773
1:0,false,16,2,mw,2,4.72083333333,0.637425707869,2516308.33333,54715.4710365,6440866.66667,140135.022291
1:0,false,16,2,mw,total,6.17916666667,0.668654736107,2352822.91667,58862.8369608,6022570.83333,150697.267754
1:0,false,16,2,client,1,6.55833333333,1.16775115358,84975.0,13830.6794262,1287454.16667,209477.027758
1:0,false,16,2,client,2,4.94166666667,0.904396201591,88779.1666667,14424.9299506,1346250.0,218738.24662
1:0,false,16,2,client,3,5.05416666667,0.955322273883,79279.1666667,12864.0455289,1201733.33333,195016.299221
1:0,false,16,2,client,total,5.51805555556,0.945943833373,84344.4444444,13691.8124812,1278479.16667,207537.386298
1:0,false,16,2,server,1,14.6541666667,2.50930406521,3835158.33333,625762.306363,252883.333333,41262.8056243
1:0,false,16,2,server,2,9.7375,1.71998573081,3835345.83333,625891.208073,252904.166667,41278.1104406
1:0,false,16,2,server,3,11.5833333333,2.42031951489,3835312.5,626357.847293,252962.5,41320.0943052
1:0,false,16,2,server,total,11.9916666667,2.04434163198,3835272.22222,625938.47426,252916.666667,41282.3646398
1:0,false,16,4,mw,1,12.7208333333,0.824115687672,4099391.66667,101214.839878,10287083.3333,286489.924418
1:0,false,16,4,mw,2,12.5583333333,0.79338864467,4781266.66667,132805.361846,11958491.6667,386947.602638
1:0,false,16,4,mw,total,12.6395833333,0.670056649997,4440329.16667,82625.1638663,11122787.5,223207.784748
1:0,false,16,4,client,1,9.6375,1.65539968022,156437.5,26705.6989525,2371508.33333,405008.780704
1:0,false,16,4,client,2,7.24166666667,1.29694545396,163858.333333,28023.7379284,2484541.66667,424940.43721
1:0,false,16,4,client,3,7.47916666667,1.3225765992,145075.0,24768.3486944,2200400.0,375584.976086
1:0,false,16,4,client,total,8.11944444444,1.37780670084,155123.611111,26472.5647611,2352150.0,401448.336684
1:0,false,16,4,server,1,21.7291666667,3.71717939359,7053275.0,1195779.38354,465070.833333,78854.005171
1:0,false,16,4,server,2,14.4666666667,2.46984628003,7054695.83333,1196364.34035,465200.0,78874.7444779
1:0,false,16,4,server,3,16.0166666667,2.89230026862,7053512.5,1195726.11621,465145.833333,78855.0066772
1:0,false,16,4,server,total,17.4041666667,2.94340234458,7053827.77778,1195616.13887,465138.888889,78838.6966178
1:0,false,16,8,mw,1,15.8333333333,0.533016783696,6105491.66667,200207.641685,15250000.0,531695.79831
1:0,false,16,8,mw,2,11.7583333333,0.522288052828,5941025.0,203392.858237,14841666.6667,566219.729431
1:0,false,16,8,mw,total,13.7958333333,0.442133142722,6023258.33333,155676.82838,15045833.3333,423446.943126
1:0,false,16,8,client,1,12.6458333333,2.11374428647,215383.333333,35036.4527872,3265162.5,531298.817216
1:0,false,16,8,client,2,9.71666666667,1.65361982001,229683.333333,37358.1103736,3482700.0,566546.940939
1:0,false,16,8,client,3,10.1708333333,1.73488550269,201358.333333,32790.979129,3053708.33333,497531.23113
1:0,false,16,8,client,total,10.8444444444,1.782833879,215475.0,35035.2621913,3267190.27778,531375.59345
1:0,false,16,8,server,1,26.4875,4.36484606296,9658737.5,1568098.90695,646125.0,105404.403399
1:0,false,16,8,server,2,17.9458333333,3.06995042956,9656479.16667,1565973.31084,646054.166667,105308.326943
1:0,false,16,8,server,3,20.7958333333,3.71505991645,9658120.83333,1568092.62984,646091.666667,105408.347681
1:0,false,16,8,server,total,21.7430555556,3.57574234935,9657779.16667,1567182.78284,646090.277778,105360.813909
1:0,false,16,16,mw,1,15.0541666667,0.507174268271,6377016.66667,182969.281044,15945833.3333,504393.496067
1:0,false,16,16,mw,2,10.8708333333,0.451575613224,7182700.0,191592.163836,17954166.6667,524354.133562
1:0,false,16,16,mw,total,12.9625,0.381512829904,6779858.33333,119017.266709,16950000.0,333755.007548
1:0,false,16,16,client,1,14.0083333333,2.31728962878,243358.333333,39435.6024043,3688904.16667,597806.224323
1:0,false,16,16,client,2,10.4416666667,1.76684180328,248533.333333,40279.8787948,3767520.83333,610556.097179
1:0,false,16,16,client,3,11.525,1.92311792664,236150.0,38298.2925517,3580191.66667,580723.102217
1:0,false,16,16,client,total,11.9916666667,1.97307829918,242680.555556,39303.3902531,3678872.22222,595822.103822
1:0,false,16,16,server,1,27.975,4.62147345309,10781641.6667,1757383.76285,727866.666667,117980.052666
1:0,false,16,16,server,2,18.8041666667,3.17988303529,10798391.6667,1759396.68631,727833.333333,117964.582637
1:0,false,16,16,server,3,22.275,4.06445087314,10786254.1667,1757521.33289,727954.166667,117992.618708
1:0,false,16,16,server,total,23.0180555556,3.81267261848,10788762.5,1755977.55034,727884.722222,117961.464705
1:0,false,16,24,mw,1,15.2041666667,0.594143357376,6434250.0,151162.159926,16066666.6667,401824.250825
1:0,false,16,24,mw,2,11.0083333333,0.50028121487,6928437.5,229766.380427,17308333.3333,618002.316802
1:0,false,16,24,mw,total,13.10625,0.425326671839,6681343.75,128860.663374,16687500.0,367810.834705
1:0,false,16,24,client,1,14.0958333333,2.32045496654,239954.166667,38919.6129135,3634391.66667,589640.887576
1:0,false,16,24,client,2,10.5166666667,1.74451118329,244841.666667,39764.9908928,3709479.16667,602539.596877
1:0,false,16,24,client,3,11.6625,1.96702331744,233575.0,37901.195666,3538304.16667,574367.552124
1:0,false,16,24,client,total,12.0916666667,1.98169265977,239456.944444,38823.2638724,3627391.66667,588225.114318
1:0,false,16,24,server,1,27.5833333333,4.51454906997,10645833.3333,1734358.46836,717516.666667,116409.770205
1:0,false,16,24,server,2,18.1333333333,3.05164178449,10641666.6667,1735518.74564,717533.333333,116486.92121
1:0,false,16,24,server,3,21.4041666667,3.77410443359,10662500.0,1736911.06746,717495.833333,116432.99074
1:0,false,16,24,server,total,22.3736111111,3.66102552675,10650000.0,1733818.31724,717515.277778,116433.00188
1:0,false,16,32,mw,1,15.2958333333,0.497514921431,6394225.0,153149.741263,15995833.3333,425930.767008
1:0,false,16,32,mw,2,11.0833333333,0.626422431983,7028941.66667,215845.368252,17566666.6667,577106.610065
1:0,false,16,32,mw,total,13.1895833333,0.433920204672,6711583.33333,128461.54481,16781250.0,344326.887747
1:0,false,16,32,client,1,13.9708333333,2.29179036874,241100.0,39097.8576828,3648825.0,592021.624018
1:0,false,16,32,client,2,10.5333333333,1.88979046904,243929.166667,39585.037938,3692562.5,599683.396529
1:0,false,16,32,client,3,11.7708333333,1.96136649027,237212.5,38536.8562969,3590754.16667,583661.864674
1:0,false,16,32,client,total,12.0916666667,1.99458361741,240747.222222,39023.099634,3644047.22222,590906.9788
1:0,false,16,32,server,1,27.6666666667,4.55193503003,10672970.8333,1737364.04942,720816.666667,116935.626081
1:0,false,16,32,server,2,18.375,3.09728568615,10664337.5,1737383.71252,720837.5,116928.855402
1:0,false,16,32,server,3,22.2583333333,3.95116995617,10668529.1667,1739526.50548,720829.166667,116954.376931
1:0,false,16,32,server,total,22.7666666667,3.74860916021,10668612.5,1736472.29265,720827.777778,116929.797567
1:0,false,16,40,mw,1,15.5,2.15176635648,6452512.5,210270.276436,16104254.1667,586870.901456
1:0,false,16,40,mw,2,11.1291666667,0.460824644549,6792033.33333,215875.703936,16962500.0,535632.570286
1:0,false,16,40,mw,total,13.3145833333,1.13597165916,6622272.91667,152331.214944,16533377.0833,397114.254572
1:0,false,16,40,client,1,13.875,2.29925383848,238250.0,38739.2560306,3598237.5,586027.279583
1:0,false,16,40,client,2,10.4958333333,1.75823859404,241250.0,39282.399261,3643800.0,594690.002096
1:0,false,16,40,client,3,11.825,1.98161379914,234466.666667,38155.7102915,3541420.83333,577747.163988
1:0,false,16,40,client,total,12.0652777778,1.98460190217,237988.888889,38693.1970028,3594486.11111,585565.516419
1:0,false,16,40,server,1,27.275,4.49652936956,10570962.5,1727504.5643,710916.666667,115694.156439
1:0,false,16,40,server,2,17.9166666667,3.02055778607,10533416.6667,1721730.2303,710875.0,115746.004175
1:0,false,16,40,server,3,21.0791666667,3.79845395672,10579533.3333,1728146.30134,710954.166667,115752.606648
1:0,false,16,40,server,total,22.0902777778,3.64064386879,10561304.1667,1723893.87677,710915.277778,115703.879766
1:0,false,16,48,mw,1,15.2583333333,0.524974046643,6402245.83333,157202.11706,16029166.6667,424938.979652
1:0,false,16,48,mw,2,11.0291666667,0.820266757063,6976945.83333,251304.855989,17487500.0,677016.184596
1:0,false,16,48,mw,total,13.14375,0.550376261784,6689595.83333,144776.868366,16758333.3333,403831.85706
1:0,false,16,48,client,1,13.8791666667,2.30954952044,243670.833333,39528.9241872,3635500.0,590887.313418
1:0,false,16,48,client,2,10.4875,1.75499588277,245662.5,39864.7676668,3668629.16667,596870.40812
1:0,false,16,48,client,3,11.95,1.99514177875,240804.166667,39073.1829414,3592083.33333,584181.727838
1:0,false,16,48,client,total,12.1055555556,1.98122930863,243379.166667,39462.7726034,3632070.83333,590045.34598
1:0,false,16,48,server,1,28.4625,6.48692154997,10661975.0,1745800.67895,718537.5,116833.364859
1:0,false,16,48,server,2,17.3416666667,2.92761957902,10645833.3333,1741641.68314,718554.166667,116846.780121
1:0,false,16,48,server,3,22.0625,3.92227356999,10678566.6667,1748183.21479,718570.833333,116848.696977
1:0,false,16,48,server,total,22.6222222222,4.02378457663,10662125.0,1742548.22894,718554.166667,116822.570125
1:0,false,16,56,mw,1,15.5083333333,0.578506248546,6303820.83333,181039.054025,15800000.0,479099.013753
1:0,false,16,56,mw,2,10.6291666667,0.46234816187,7510216.66667,200070.607087,18800000.0,523968.412529
1:0,false,16,56,mw,total,13.06875,0.417357023026,6907018.75,149392.261565,17300000.0,376339.61381
1:0,false,16,56,client,1,14.5875,2.39798541208,265183.333333,42897.6769671,3752425.0,609378.06245
1:0,false,16,56,client,2,10.8833333333,1.81034688302,267045.833333,43218.4046769,3787125.0,615784.764247
1:0,false,16,56,client,3,12.65,2.13002116297,262387.5,42458.5656797,3709133.33333,603060.00196
1:0,false,16,56,client,total,12.7069444444,2.08119627851,264872.222222,42840.9842286,3749561.11111,608951.425048
1:0,false,16,56,server,1,28.25,4.64627854956,10937500.0,1787669.71498,741645.833333,120568.022058
1:0,false,16,56,server,2,18.2916666667,3.13609493168,10958333.3333,1792604.74902,741675.0,120583.450045
1:0,false,16,56,server,3,23.1666666667,4.14911916838,10925000.0,1786001.98607,741666.666667,120554.030466
1:0,false,16,56,server,total,23.2361111111,3.8390568576,10940277.7778,1785491.68126,741662.5,120546.400767
1:0,false,32,2,mw,1,7.775,0.824680818792,2209254.16667,57152.8718087,5665716.66667,143414.834056
1:0,false,32,2,mw,2,5.04583333333,0.442927703777,2649525.0,51883.4508816,6783300.0,132352.718877
1:0,false,32,2,mw,total,6.41041666667,0.525003348727,2429389.58333,47122.4572803,6224508.33333,119263.943065
1:0,false,32,2,client,1,6.7,1.16150152589,87625.0,14271.3678717,1328304.16667,216362.176136
1:0,false,32,2,client,2,4.975,0.949905613788,91483.3333333,14911.3555121,1387329.16667,226133.410294
1:0,false,32,2,client,3,5.15416666667,0.909310723329,81720.8333333,13310.6815762,1239566.66667,201920.821123
1:0,false,32,2,client,total,5.60972222222,0.943139455823,86943.0555556,14147.7811158,1318400.0,214561.79834
1:0,false,32,2,server,1,15.2375,2.66148956844,3959566.66667,643132.937898,260816.666667,42376.8472997
1:0,false,32,2,server,2,10.5416666667,1.87317656296,3958591.66667,643016.233201,260820.833333,42374.1271189
1:0,false,32,2,server,3,11.725,2.10536452306,3959066.66667,642982.660378,260833.333333,42376.4523418
1:0,false,32,2,server,total,12.5013888889,2.09129000985,3959075.0,642956.275283,260823.611111,42369.2483942
1:0,false,32,4,mw,1,13.15,0.903034422029,4130925.0,173782.629109,10390400.0,416928.145465
1:0,false,32,4,mw,2,8.25833333333,0.563730292317,5082233.33333,96219.7204276,12725000.0,303634.801739
1:0,false,32,4,mw,total,10.7041666667,0.677120049313,4606579.16667,111642.14094,11557700.0,287265.390608
1:0,false,32,4,client,1,10.1333333333,1.68688162603,166083.333333,26997.8641651,2518229.16667,409334.335249
1:0,false,32,4,client,2,7.79166666667,1.32420397764,174629.166667,28288.3979115,2647775.0,428931.891541
1:0,false,32,4,client,3,7.86666666667,1.36626010213,154079.166667,24955.4451778,2336370.83333,378446.762653
1:0,false,32,4,client,total,8.59722222222,1.4196591488,164930.555556,26702.6033932,2500791.66667,404903.245269
1:0,false,32,4,server,1,22.9958333333,3.78556505861,7501725.0,1222249.46153,494645.833333,80585.7484399
1:0,false,32,4,server,2,15.7625,2.70343520075,7502020.83333,1222287.37329,494612.5,80584.0572184
1:0,false,32,4,server,3,16.9291666667,2.93132542997,7501487.5,1222532.80576,494600.0,80610.616228
1:0,false,32,4,server,total,18.5625,3.07093527446,7501744.44444,1222302.4604,494619.444444,80589.9325746
1:0,false,32,8,mw,1,18.6875,0.686096092469,6047900.0,150956.336307,15100000.0,394761.762976
1:0,false,32,8,mw,2,13.325,0.468336374001,7006145.83333,240180.639027,17491666.6667,613892.15049
1:0,false,32,8,mw,total,16.00625,0.470989434935,6527022.91667,137931.518873,16295833.3333,356746.313912
1:0,false,32,8,client,1,12.4291666667,2.06585920663,235566.666667,38288.2839307,3571512.5,580478.38786
1:0,false,32,8,client,2,9.7375,1.62322606842,247620.833333,40283.584891,3754675.0,610847.572321
1:0,false,32,8,client,3,10.0291666667,1.68069517966,218129.166667,35502.4411811,3307604.16667,538380.775675
1:0,false,32,8,client,total,10.7319444444,1.76451573632,233772.222222,37982.2912159,3544597.22222,575925.611388
1:0,false,32,8,server,1,27.9,4.5788604949,10407608.3333,1698558.16723,701025.0,113908.552349
1:0,false,32,8,server,2,19.1041666667,3.25632296318,10412058.3333,1699549.89141,701062.5,113929.446099
1:0,false,32,8,server,3,23.4541666667,4.38872220125,10395004.1667,1696148.60534,701166.666667,113923.766057
1:0,false,32,8,server,total,23.4861111111,3.89277984975,10404890.2778,1696166.5381,701084.722222,113909.485625
1:0,false,32,16,mw,1,20.075,0.903151226448,7376691.66667,181984.982418,18429166.6667,474952.806894
1:0,false,32,16,mw,2,15.9958333333,0.57244202625,8674391.66667,194432.513176,21708333.3333,539247.27451
1:0,false,32,16,mw,total,18.0354166667,0.629610281755,8025541.66667,120258.653791,20068750.0,327688.222289
1:0,false,32,16,client,1,15.175,2.49329621579,289783.333333,46987.6274226,4392666.66667,712446.088468
1:0,false,32,16,client,2,11.7208333333,1.96340912364,300479.166667,48725.438293,4555587.5,738903.508245
1:0,false,32,16,client,3,12.8583333333,2.12861754626,271475.0,43990.2103609,4115766.66667,667053.540489
1:0,false,32,16,client,total,13.2513888889,2.16723413897,287245.833333,46519.7160344,4354673.61111,705387.398667
1:0,false,32,16,server,1,31.675,5.18354396034,12762500.0,2070619.43347,861233.333333,139405.765196
1:0,false,32,16,server,2,24.7916666667,4.56808934075,12745833.3333,2067934.65253,861158.333333,139448.481431
1:0,false,32,16,server,3,33.2833333333,6.27725561972,12758333.3333,2069791.43109,861262.5,139397.434367
1:0,false,32,16,server,total,29.9166666667,4.96628734585,12755555.5556,2068403.60746,861218.055556,139407.121429
1:0,false,32,24,mw,1,19.3041666667,0.937113727268,7719083.33333,182624.279014,19320833.3333,448293.372649
1:0,false,32,24,mw,2,15.6791666667,0.69647242563,9045408.33333,208756.811624,22637500.0,559268.534742
1:0,false,32,24,mw,total,17.4916666667,0.727643828731,8382245.83333,129015.947114,20979166.6667,337916.799986
1:0,false,32,24,client,1,16.4458333333,2.68136442691,301704.166667,48862.9644337,4571354.16667,740512.732134
1:0,false,32,24,client,2,12.6875,2.10641225164,309600.0,50182.9676195,4691954.16667,760780.859022
1:0,false,32,24,client,3,14.1,2.32057997504,288608.333333,46760.3572768,4373616.66667,708857.979146
1:0,false,32,24,client,total,14.4111111111,2.34455142703,299970.833333,48571.5140918,4545641.66667,736223.186325
1:0,false,32,24,server,1,32.3416666667,5.29866766684,13354166.6667,2167619.8812,899329.166667,145576.53454
1:0,false,32,24,server,2,25.8791666667,4.67216184899,13337500.0,2166419.16795,899375.0,145600.346739
1:0,false,32,24,server,3,37.1875,7.34441888431,13345833.3333,2168982.0475,899404.166667,145605.025084
1:0,false,32,24,server,total,31.8027777778,5.32873028624,13345833.3333,2166170.28827,899369.444444,145575.365864
1:0,false,32,32,mw,1,19.3708333333,0.874701074115,7676012.5,262930.779443,19138720.8333,652316.601972
1:0,false,32,32,mw,2,15.6166666667,0.616464215827,9219295.83333,306387.577066,23079166.6667,811734.871808
1:0,false,32,32,mw,total,17.49375,0.631144201283,8447654.16667,229981.405986,21108943.75,585869.674611
1:0,false,32,32,client,1,16.5125,2.7001816629,304741.666667,49365.224468,4614533.33333,747898.408754
1:0,false,32,32,client,2,12.5791666667,2.07844997287,311037.5,50409.5461722,4710470.83333,763782.022596
1:0,false,32,32,client,3,14.4583333333,2.39512808369,294354.166667,47759.1043669,4457916.66667,723666.855189
1:0,false,32,32,client,total,14.5166666667,2.36437723961,303377.777778,49103.6346143,4594306.94444,743917.098365
